"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Me gusta","Veces que se compartió",Respuestas,Navegación,"Toques en stickers","Visitas al perfil",Seguimientos,"Clics en el enlace"
18280755598257955,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NOS VEMOS ESTE 26 y 27 DE JULIO 😎🏁 ENTÉRATE",15,"07/15/2025 09:34",,"Historia de Instagram",,Total,560,534,3,0,0,642,1,,,
17932605884948159,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/15/2025 10:31",,"Historia de Instagram",,Total,579,550,4,1,0,601,4,2,,
18057239696343214,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/15/2025 10:32",,"Historia de Instagram",,Total,571,544,3,0,0,622,,,,
18070116728021870,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/15/2025 10:35",,"Historia de Instagram",,Total,558,527,3,0,0,662,,,,
18394961413143624,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/15/2025 15:41",,"Historia de Instagram",,Total,632,600,2,0,0,682,,,,
17885344806203631,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/15/2025 16:55",,"Historia de Instagram",,Total,604,565,2,0,0,632,,1,1,
18037196609662925,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conmemoración Día de la Virgen del Carmen, patrona de los conductores 💙 🙏🏼 Desde muy temprano, acompañando a la comunidad 🙏🏼",60,"07/16/2025 05:47",,"Historia de Instagram",,Total,696,658,15,0,0,720,,1,,
17844559071533002,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/16/2025 06:37",,"Historia de Instagram",,Total,655,617,6,0,0,711,,1,,
17924127060097935,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy en nuestro CentroDía 🤩",54,"07/16/2025 07:21",,"Historia de Instagram",,Total,647,615,7,0,0,738,6,1,,
17915496480152757,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,44,"07/16/2025 09:21",,"Historia de Instagram",,Total,666,632,7,0,0,772,10,,,
18073698826974099,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,27,"07/16/2025 09:25",,"Historia de Instagram",,Total,632,613,5,0,0,726,,,,
17992307228817901,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos este fin de semana ⬇️",11,"07/16/2025 09:28",,"Historia de Instagram",,Total,630,616,5,2,2,729,,,,
18090646183637750,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/16/2025 09:34",,"Historia de Instagram",,Total,618,596,5,0,0,739,,,,
18073631846050045,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/16/2025 11:39",,"Historia de Instagram",,Total,660,643,5,0,0,696,,,,
17961133334955133,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Buenos Aires y Zona de Puentes",48,"07/16/2025 11:40",,"Historia de Instagram",,Total,633,617,9,2,1,732,,,,
18049805528405417,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/16/2025 11:46",,"Historia de Instagram",,Total,645,619,12,4,0,679,,1,,
18059500817462567,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"07/16/2025 13:54",,"Historia de Instagram",,Total,625,605,4,0,0,682,,,,
18042591233641860,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/16/2025 14:14",,"Historia de Instagram",,Total,601,583,8,0,0,628,,1,,
17917240653017562,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🏥🌿 Atención Primaria en Salud sigue recorriendo la zona rural de Tuluá ✅",15,"07/16/2025 15:02",,"Historia de Instagram",,Total,595,580,3,0,0,630,,,,
18288443632269783,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/16/2025 15:53",,"Historia de Instagram",,Total,613,592,3,0,0,673,,,,
18100993405576649,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/16/2025 15:53",,"Historia de Instagram",,Total,594,575,1,1,1,671,,1,,
18051273689418078,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hablando con la comunidad sobre las obras que están transformando a Tuluá 💙🤩 Nuestro alcalde @gustavovelezr",7,"07/16/2025 18:42",,"Historia de Instagram",,Total,2451,2167,9,1,0,718,,2,,
18093860317623547,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Allá nos vemos!😎",0,"07/17/2025 05:04",,"Historia de Instagram",,Total,907,878,3,0,0,965,,2,,
17849316612514309,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Seguimos transformando la salud en Tuluá!💪🏼✅ NOS VEMOS HOY 😎⬇️",11,"07/17/2025 05:07",,"Historia de Instagram",,Total,837,811,3,0,0,943,,,,
18097260010592673,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Cuidando lo que los tulueños comen 😎✅😔",15,"07/17/2025 08:29",,"Historia de Instagram",,Total,927,879,6,0,0,936,,,,
18161939128322392,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Plazo hasta el 27 de julio ‼️🚨 Firma tu acta con",15,"07/17/2025 08:48",,"Historia de Instagram",,Total,888,850,5,0,0,927,,2,,
17977056740894262,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy realizamos la  REAPERTURA 📍 Puesto de Salud Tres Esquinas",11,"07/17/2025 15:45",,"Historia de Instagram",,Total,2385,2038,12,1,0,1010,,2,,
18407572675109051,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Devolviéndole a los tulueños los espacios  Para Ser Felices💙🤩 📍 Puesto de Salud Tres Esquinas",9,"07/17/2025 15:48",,"Historia de Instagram",,Total,2170,1890,10,1,0,895,,,,
18040350068648810,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Los tulueños tendrán espacios dignos y adecuados para recibir Atención Primaria en Salud ✅💪🏼 Ahora en Tres Esquinas 📍",21,"07/17/2025 15:55",,"Historia de Instagram",,Total,868,832,18,0,0,921,,3,,
18074429467980348,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"07/17/2025 19:35",,"Historia de Instagram",,Total,848,792,2,0,0,786,9,1,,
17880096084242579,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,23,"07/17/2025 20:03",,"Historia de Instagram",,Total,789,747,5,0,0,830,,,,
17963803784793673,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,37,"07/18/2025 04:49",,"Historia de Instagram",,Total,787,747,2,1,0,771,,,,
17913794691118037,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/18/2025 04:53",,"Historia de Instagram",,Total,740,711,4,0,0,795,,,,
18170251945343121,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,44,"07/18/2025 07:54",,"Historia de Instagram",,Total,733,703,7,1,0,776,4,1,,
18046432691559126,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","+240 personas hoy se alimentan  En el Comedor Comunitario",11,"07/18/2025 10:14",,"Historia de Instagram",,Total,688,,7,0,0,738,,,,
18070533215045183,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","TRANSFORMANDO A Tuluá 📍 Las obras que están",15,"07/18/2025 10:19",,"Historia de Instagram",,Total,667,647,10,1,2,678,,,,
17928655109964648,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Y vos…",11,"07/18/2025 10:22",,"Historia de Instagram",,Total,1818,1424,4,0,0,745,,1,,
17851716510456478,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/18/2025 10:44",,"Historia de Instagram",,Total,660,640,8,2,0,695,,,,
18083373454754506,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Sector Zabaletas Ampliación del cauce del Río Morales ✅🚧",11,"07/01/2025 08:00",,"Historia de Instagram",,Total,964,941,4,0,0,1029,,,,
17929251750064493,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Llegó la PATRULLA ESCOLAR ‼️🚨🔔",15,"07/01/2025 09:33",,"Historia de Instagram",,Total,2011,1621,7,0,0,944,,4,,
18081546895871968,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos este sábado 😎",15,"07/01/2025 12:16",,"Historia de Instagram",,Total,890,872,2,0,0,949,,2,,
17850427995489513,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/01/2025 13:56",,"Historia de Instagram",,Total,898,879,5,0,1,919,,,,
17916848607012894,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"07/01/2025 14:27",,"Historia de Instagram",,Total,887,868,6,0,0,929,4,,,
18033282023427787,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/01/2025 16:30",,"Historia de Instagram",,Total,870,837,4,4,0,958,,2,,
17842995687522704,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,7,"07/02/2025 07:09",,"Historia de Instagram",,Total,851,810,3,0,0,816,6,4,,
17879031630351464,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/02/2025 09:46",,"Historia de Instagram",,Total,810,756,3,3,0,763,,,,
17970934523910950,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/02/2025 13:07",,"Historia de Instagram",,Total,700,664,4,0,0,741,11,,,
18128122969403093,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/02/2025 13:07",,"Historia de Instagram",,Total,692,650,1,0,0,731,,,,
18071467339823066,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/02/2025 14:35",,"Historia de Instagram",,Total,669,632,4,0,1,674,,1,,
18087419125662476,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Aquí te lo explicamos ⬇️ ¿Qué es CMJ?🤔",15,"07/02/2025 14:54",,"Historia de Instagram",,Total,650,620,3,0,0,668,,1,,
18049105652425573,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Vereda Tibolí Estamos atendiendo derrumbe en la vía ✅🚧",11,"07/02/2025 15:59",,"Historia de Instagram",,Total,631,613,4,0,0,699,,2,,
17976461156735011,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,7,"07/03/2025 06:51",,"Historia de Instagram",,Total,709,669,4,0,0,608,7,1,,
18088845184655449,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/03/2025 06:51",,"Historia de Instagram",,Total,679,635,3,0,0,687,8,,,
18084179722826857,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy estamos conformando la vía Para la movilidad segura ✅ 📍 Vía Santa Elena - Jicaramata",11,"07/03/2025 07:28",,"Historia de Instagram",,Total,638,604,5,0,0,694,,,,
18075838210745006,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos este fin de semana ⬇️🤩",11,"07/03/2025 07:44",,"Historia de Instagram",,Total,613,585,5,2,0,662,,1,,
17970470138764666,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,24,"07/03/2025 07:44",,"Historia de Instagram",,Total,614,587,4,0,1,660,9,3,,
17854709124467531,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/03/2025 12:55",,"Historia de Instagram",,Total,703,665,5,0,0,700,,4,,
17963977004925845,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@sachicanavarro  @ansvcolombia  @eltiempo  @uniandes",30,"07/03/2025 13:05",,"Historia de Instagram",,Total,1042,990,10,0,1,720,24,,,
18277795708285094,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/03/2025 13:15",,"Historia de Instagram",,Total,651,625,5,0,0,664,,4,,
17847779016510115,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/03/2025 16:25",,"Historia de Instagram",,Total,1416,1175,6,0,1,679,,1,,
18058553702031079,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/04/2025 08:03",,"Historia de Instagram",,Total,753,730,3,0,0,860,,1,,
18211889140305645,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/04/2025 09:24",,"Historia de Instagram",,Total,779,751,6,0,1,818,,,,
18096551662597675,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/04/2025 10:20",,"Historia de Instagram",,Total,767,746,4,1,0,873,,,,4
17848958448469320,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,4,"07/04/2025 10:47",,"Historia de Instagram",,Total,766,748,11,0,0,628,2,,,
17850901269491417,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/04/2025 11:56",,"Historia de Instagram",,Total,741,724,3,0,0,876,8,4,,
18086148094686993,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Un fin de semana para todos 💙 Vivamos juntos",15,"07/04/2025 13:26",,"Historia de Instagram",,Total,741,722,5,0,0,787,,2,,
17880968616343306,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos hoy ⬇️ 📍 I. E. Corazón del Valle",11,"07/05/2025 05:40",,"Historia de Instagram",,Total,806,785,5,0,0,931,,,,
18020646881710411,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Vamos a una tarde cultural ⬇️😎",15,"07/05/2025 12:42",,"Historia de Instagram",,Total,783,743,6,0,0,839,,,,
18348611779092005,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy iniciamos nuestro espacio  Iglesia a tu Barrio ⛪️ Oferta Institucional ✅ Estamos con toda nuestra 📍 I. E. Corazón del Valle l",23,"07/05/2025 12:56",,"Historia de Instagram",,Total,961,855,6,0,0,747,,1,,
18076481095922717,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Un espacio para todos✅🤩 Iglesia a tu barrio ⛪️ Oferta Institucional ✅ SISBÉN, Programas Nacionales, Vacunación, acompañamiento social, pastoral y mucho más  #ParaSerFelices 💙 &",11,"07/05/2025 13:15",,"Historia de Instagram",,Total,907,828,5,0,0,736,,,,
17844471501524524,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Restauración del avivamiento Aguaclara🙌🏼 Actividades Lúdicas - Pastoral Juvenil Vacunación 💉  Ropero 🎽👗👖 ¡Ven ahora! 😎",11,"07/05/2025 13:38",,"Historia de Instagram",,Total,666,651,6,0,0,724,,,,
18053876927599659,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,8,"07/05/2025 14:29",,"Historia de Instagram",,Total,652,627,5,0,0,654,5,,,
18077305288911679,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@tuluaculturacol_,48,"07/05/2025 14:51",,"Historia de Instagram",,Total,1198,1059,6,0,0,707,5,,,
18055477313373917,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy también participando de este gran espacio  2 0 2 5 📍 Supercentro Tuluá  EXPO Mujeres del Café Especial",60,"07/05/2025 14:56",,"Historia de Instagram",,Total,627,599,11,1,0,689,,,,
17999086430796342,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","FESTIARTE 📍Barrio El Jardín Cultura en todos los rincones de Tuluá 😎🤩",18,"07/05/2025 15:37",,"Historia de Instagram",,Total,637,603,7,0,0,711,,,,
17943544127891905,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","EXPO MUJERES Del Café Especial 2025",11,"07/05/2025 15:39",,"Historia de Instagram",,Total,1115,972,7,0,0,681,,,,
17852787696476777,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/05/2025 16:10",,"Historia de Instagram",,Total,629,595,5,0,0,642,,1,,
18074776966941188,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","ExpoMujeres del Café Especial 2025",11,"07/05/2025 17:05",,"Historia de Instagram",,Total,627,597,5,0,0,638,2,,,
17929882491073699,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/05/2025 18:42",,"Historia de Instagram",,Total,641,612,4,0,0,658,,,,
18103281469553446,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,21,"07/05/2025 18:44",,"Historia de Instagram",,Total,633,604,5,4,0,653,,1,,
18270184099302361,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,51,"07/05/2025 18:44",,"Historia de Instagram",,Total,621,599,5,0,0,668,,,,
18051782114409670,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,25,"07/05/2025 18:44",,"Historia de Instagram",,Total,621,595,4,0,0,657,,1,,
18131175319442521,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NOS VEMOS HOY ⬇️💪🏼",11,"07/06/2025 06:05",,"Historia de Instagram",,Total,2024,1655,5,2,0,742,,2,,
17851046910492062,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,37,"07/06/2025 09:15",,"Historia de Instagram",,Total,705,654,8,0,1,738,,,,
17853204177437085,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","FERIA DE EMPRENDIMIENTOS Ven ahora a nuestra gran  Te esperamos 💪🏼🤩",11,"07/06/2025 10:30",,"Historia de Instagram",,Total,669,636,10,2,0,711,,,,
17980872197848073,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","III Feria de Emprendimiento  Impulsando comunidades ¡Ven ahora!",7,"07/06/2025 10:32",,"Historia de Instagram",,Total,660,632,5,2,0,624,,,,
17888768073291452,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Un espacio para disfrutar en familia! III FERIA DE EMPRENDIMIENTO ✅😎",18,"07/06/2025 10:53",,"Historia de Instagram",,Total,646,617,7,0,0,679,,1,,
18064909766148922,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/06/2025 13:35",,"Historia de Instagram",,Total,616,584,4,0,0,639,,1,,
17977861991731956,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,14,"07/06/2025 13:36",,"Historia de Instagram",,Total,603,575,4,0,0,617,,1,,
18377548954127489,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,30,"07/06/2025 13:36",,"Historia de Instagram",,Total,593,557,4,0,0,621,4,,,
18414202693102349,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,12,"07/06/2025 13:37",,"Historia de Instagram",,Total,583,551,7,0,0,605,,,,
17933041494057342,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,12,"07/06/2025 13:37",,"Historia de Instagram",,Total,580,551,3,0,0,590,,,,
17842932318528657,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,13,"07/06/2025 13:37",,"Historia de Instagram",,Total,576,537,4,0,0,587,7,,,
17874842685371002,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ven y conoce todos los emprendientos que tenemos para ti 🤩",7,"07/06/2025 13:48",,"Historia de Instagram",,Total,566,537,6,0,0,530,,,,
18021825830709645,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","#ParaSerFelices 💙",13,"07/06/2025 13:49",,"Historia de Instagram",,Total,565,535,6,0,0,591,,,,
18093715870724381,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Emprendimientos hoy en el @marilau_accesorios",17,"07/06/2025 13:55",,"Historia de Instagram",,Total,987,937,5,0,0,581,2,1,,
18062170169268844,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Una tarde llena de arte y cultura  En el",17,"07/06/2025 14:22",,"Historia de Instagram",,Total,714,636,4,0,0,582,,,,
18049921784454139,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Pabellones:
Autocuidado & Comidas  Ganadoras de los",58,"07/06/2025 16:50",,"Historia de Instagram",,Total,646,613,7,0,0,669,,2,,
18032513423676503,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/06/2025 19:34",,"Historia de Instagram",,Total,694,664,4,0,0,715,,,,
18130635055439355,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/07/2025 07:13",,"Historia de Instagram",,Total,736,707,8,2,0,724,,3,,
18074359855937207,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,29,"07/07/2025 09:42",,"Historia de Instagram",,Total,692,676,9,0,1,739,5,,,
17887969626290737,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/07/2025 09:42",,"Historia de Instagram",,Total,674,666,6,0,0,673,1,,,
18515494357051713,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"07/07/2025 09:43",,"Historia de Instagram",,Total,633,624,4,0,0,680,3,1,,
18071230166072126,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@puntosinnova,25,"07/07/2025 09:44",,"Historia de Instagram",,Total,657,644,5,0,0,662,2,2,,
18035792294388908,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/07/2025 16:19",,"Historia de Instagram",,Total,706,677,3,0,1,694,,4,,
18054355436606860,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/07/2025 18:08",,"Historia de Instagram",,Total,645,629,6,0,0,698,6,,,
18316624690228098,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/01/2025 06:41",,"Historia de Instagram",,Total,1095,1044,7,1,1,1059,,1,,
18080335423877911,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,14,"07/01/2025 06:41",,"Historia de Instagram",,Total,992,964,8,0,0,1086,3,1,,
