"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","Total de clics","Clics de otro tipo","Clics en el enlace","CPM del anuncio (USD)","Consumo de segmentación del público coincidente (Photo Click)"
1186454980188499,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Tuluá marchó con orgullo por la inclusión y el respeto.

Con un recorrido lleno de color, alegría y mensajes de inclusión, más de 100 personas participaron en la marcha de la población LGBTIQ+ en el municipio de Tuluá, una jornada liderada por organizaciones sociales y acompañada por la Alcaldía Municipal a través de la Secretaría de Bienestar Social.

Lee la noticia completa: ⬇⬇⬇
",,0,"07/14/2025 16:13",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02EGz8aWAQ4TmniqYd3xzEWa38oCdbfiNPyinKtSaysiL9bzo45QmHxFvuoaNr69iJl,0,0,Enlaces,,,,,Total,2119,1269,27,24,1,2,,,,,60,29,31,,
1186454386855225,100064720237286,"Alcaldía de Tuluá","#Seguridad | Capturados sicarios de la “Inmaculada”.

En una operación conjunta entre la SIJIN del Departamento de Policía Valle y la Fiscalía General de la Nación, fueron capturados en los barrios Porvenir y Farfán dos peligrosos integrantes del Grupo Delincuencial Común Organizado (GDCO) ‘La Inmaculada’, conocidos con los alias de ‘Tingo’ y ‘Rochi’. Ambos son señalados por los delitos de homicidio agravado y porte ilegal de armas.

Lee la noticia completa: ⬇⬇⬇
",,0,"07/14/2025 16:12",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0CrKDGJjAiN6vF39vmKgimu6QsWtbpyWfkT8ZnQJWJc1h6uEKmYzm8qUimj8KZGF6l,0,0,Enlaces,,,,,Total,16993,9437,147,119,3,25,,,,,1251,237,1014,,
1186451826855481,100064720237286,"Alcaldía de Tuluá","🚨 Capturados dos sicarios del grupo ‘La Inmaculada’ 🕵️‍♂️

En una operación conjunta entre la SIJIN y la Fiscalía, fueron capturados en los barrios Porvenir y Farfán alias ‘Tingo’ y ‘Rochi’, señalados por homicidio  y otros delitos como extorsión y porte ilegal de armas. 🔫👮‍♂️

Ambos fueron enviados a centro carcelario. El trabajo y la lucha contra las estructuras criminales continúan para transformar a Tuluá. 💪🚔","🚨 Capturados dos sicarios del grupo ‘La Inmaculada’ 🕵️‍♂️

En una operación conjunta entre la SIJIN y la Fiscalía, fueron capturados en los barrios Porvenir y Farfán alias ‘Tingo’ y ‘Rochi’, señalados por homicidio  y otros delitos como extorsión y porte ilegal de armas. 🔫👮‍♂️

Ambos fueron enviados a centro carcelario. El trabajo y la lucha contra las estructuras criminales continúan para transformar a Tuluá. 💪🚔",89,"07/14/2025 16:08",uploaded,https://www.facebook.com/reel/1306139197896637/,1,0,Reels,,,,,Total,21995,11967,551,458,8,85,465469.419,24.044,0,0,1105,1105,,,
1186425590191438,100064720237286,"Alcaldía de Tuluá","⚽✨ ¡Los niños llegaron al Doce de Octubre!

El emblemático estadio se llenó de sonrisas, talento y pasión infantil con la Copa Corazón, un torneo que les permite a nuestros niños cumplir el sueño de jugar como profesionales. 🏟️💙

Gracias al liderazgo del alcalde @gustavovelezr y el trabajo de la Secretaría del Deporte y la Recreación, este escenario se convierte nuevamente en un espacio de inclusión, formación y grandes oportunidades para la niñez tulueña y del centro del Valle. ⚽👦👧 #ParaSerFelices","⚽✨ ¡Los niños llegaron al Doce de Octubre!

El emblemático estadio se llenó de sonrisas, talento y pasión infantil con la Copa Corazón, un torneo que les permite a nuestros niños cumplir el sueño de jugar como profesionales. 🏟️💙

Gracias al liderazgo del alcalde @gustavovelezr y el trabajo de la Secretaría del Deporte y la Recreación, este escenario se convierte nuevamente en un espacio de inclusión, formación y grandes oportunidades para la niñez tulueña y del centro del Valle. ⚽👦👧 #ParaSerFelices",49,"07/14/2025 15:09",N/A,https://www.facebook.com/reel/1160413225851976/,1,0,Reels,,,,,Total,3592,1591,282,194,11,77,31810.345,10.133,0,0,54,54,,,
1186300050203992,100064720237286,"Alcaldía de Tuluá","🗳️ ¡Atención, joven tulueño!
Conoce las fechas clave para participar en las elecciones del Consejo Municipal de Juventudes 2025.
¡Haz parte del cambio! #ParaSerFelices 💪🔥",,0,"07/14/2025 11:04",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid032NT1dp5GYdZK1EHCMKR1LPMPnp7vndEKhiyCgYDDUaiadJs8PdkoGAUG9oMH5U6bl,0,0,Fotos,,,,,Total,1671,1031,25,17,1,7,,,,,12,4,,,8
1186175893549741,100064720237286,"Alcaldía de Tuluá","🚧 ¡La transformación vial ya es una realidad en Tuluá!","🚧 ¡La transformación vial ya es una realidad en Tuluá!

✅ Con el inicio de nuevas obras, avanzamos hacia una ciudad con vías más seguras, modernas y pensadas para el bienestar de todos.
🛣️ Así le apostamos a una mejor movilidad y a una mayor calidad de vida para los tulueños.
💙 ¡Seguimos trabajando #ParaSerFelices!",39,"07/14/2025 07:49",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/4221478421417075/,0,0,Videos,,,,,Total,3564,2678,247,173,40,34,34077.876,11.014,0,0,235,235,,0,
1185479426952721,100064720237286,"Alcaldía de Tuluá","🎙️ElPodcastdeVélez* | Episodio 21: Tuluá comienza su transformación","🎙️ElPodcastdeVélez | Episodio 21: Tuluá comienza su transformación.

En este nuevo episodio, el alcalde Gustavo Vélez recorrió las obras que ya están en marcha y hacen parte de la gran transformación de Tuluá 🏗️🚀
¡Infraestructura moderna y futurista para construir una ciudad pensada #ParaSerFelices! 💙🌆",305,"07/13/2025 10:51",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/722424947195502/,0,0,Videos,,,,,Total,2585,2170,221,128,24,69,60692.46,26.689,0,0,71,71,,0,
1185381196962544,100064720237286,"Alcaldía de Tuluá","💙 ¡Hoy corrimos juntos por la inclusión! 🏃‍♂️🏃‍♀️

Nuestra población con discapacidad participó con toda la energía en la Carrera Río Tuluá 🏅, un evento organizado por Fenalco Tuluá, donde demostraron que no hay límites cuando hay voluntad 💪✨

Recorrieron las calles con fuerza, alegría y mucho corazón 💙, siendo ejemplo de que todos y todas podemos hacer parte de cualquier espacio cuando hay respeto, empatía e inclusión. 🫶🌈 #ParaSerFelices",,0,"07/13/2025 08:28",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid032VsjfbPwg4BxYVxX51p9YfojSATyvtjFJP3uR1FgHmBWkX6YohUkoC2sXknXcX1Jl,0,0,Fotos,,,,,Total,22399,13159,249,186,5,58,,,,,1466,369,,,1097
1185295326971131,100064720237286,"Alcaldía de Tuluá","➡️Conoce las noticias más importantes de la semana en nuestro resumen semanal “45 segundos” #ParaSerFelices 💙✅ 😎","➡️Conoce las noticias más importantes de la semana en nuestro resumen semanal “45 segundos” #ParaSerFelices 💙✅ 😎",65,"07/13/2025 06:35",N/A,https://www.facebook.com/reel/1056100566665804/,1,0,Reels,,,,,Total,2451,1880,95,68,9,18,34006.921,15.366,0,0,83,83,,,
1184852793682051,100064720237286,"Alcaldía de Tuluá","🏳️‍🌈✨ ¡Hoy celebramos con orgullo, amor y mucha alegría! ✨🏳️‍⚧️

Más de 💯 personas se unieron a la gran marcha del Orgullo LGTBIQ+ 🏳️‍🌈 que recorrió las calles desde la Secretaría de Bienestar Social hasta la Plaza Cívica Boyacá 🎉

🎭🎶 Con presentaciones artísticas, DJs y música en vivo, vivimos una tarde inolvidable donde la diversidad fue la protagonista.
Un espacio lleno de colores 🌈, respeto 💖 y libertad 🕊️ que transformamos juntos…
¡#ParaSerFelices! 💫",,0,"07/12/2025 17:06",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02FdBQfcZ2mjRyKRvUfFZaRKumgAMZZ9P51nW9YYECH6s5Jiz4hcz8LWJWLpTe5Ym7l,0,0,Fotos,,,,,Total,22106,9474,260,186,54,20,,,,,4234,1994,,,2240
1184661107034553,100064720237286,"Alcaldía de Tuluá","⚽🏟️ ¡Más de 4.000 niños ya viven la emoción del fútbol como verdaderos profesionales! 🙌💙

Desde Tuluá, Andalucía, Bugalagrande, La Marina, Trujillo, Ríofrío, Buga, San Pedro, Restrepo y Yotoco… más de 300 clubes y equipos deportivos están disputando la Copa Corazón 🏆 en el Estadio Doce de Octubre, que por hoy se convierte en el escenario deportivo donde muestran su talento🏠⚽

Estamos transformando este escenario para que cada niño y niña sienta lo que es jugar en un estadio de verdad 💥 ¡Un espacio digno para nuestros futuros cracks! 👟✨",,0,"07/12/2025 10:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02j94sbCVf2y3QNJdpHs4aAxw3AH2ZnryQdwQAmQcfHhL1EqEb4tTpWRKtzmdzDgAdl,0,0,Fotos,,,,,Total,38330,22792,352,284,18,50,,,,,2513,877,,,1636
1184029913764339,100064720237286,"Alcaldía de Tuluá","🚨 ¡Así se construye la nueva Tuluá! 🏙️💙

El alcalde @gustavovelezr no se detiene y sigue al frente de las obras que le están devolviendo la vida a nuestras vías. 👷‍♂️🛠️
La calle 34, que por años estuvo en mal estado, hoy se transforma en una vía segura y moderna gracias a los trabajos que avanzan y que se realizarán hasta la carrera 40. 🛣️✨

💙 ¡Aquí transformamos con hechos! #ParaSerFelices 🏗️✅","🚨 ¡Así se construye la nueva Tuluá! 🏙️💙

El alcalde @gustavovelezr no se detiene y sigue al frente de las obras que le están devolviendo la vida a nuestras vías. 👷‍♂️🛠️
La calle 34, que por años estuvo en mal estado, hoy se transforma en una vía segura y moderna gracias a los trabajos que avanzan y que se realizarán hasta la carrera 40. 🛣️✨

💙 ¡Aquí transformamos con hechos! #ParaSerFelices 🏗️✅",51,"07/11/2025 15:39",N/A,https://www.facebook.com/reel/1659637634740064/,1,0,Reels,,,,,Total,36448,23481,1487,1135,179,173,621400.459,19.691,0,0,710,710,,,
1184020763765254,100064720237286,"Alcaldía de Tuluá","Parque del Sajonia será transformado

Con el objetivo de mejorar la calidad ambiental, promover la integración social y ofrecer espacios públicos seguros y agradables, la Administración Municipal socializó ante la comunidad el proyecto de intervención integral del parque del barrio Las Acacias del barrio Sajonia que actualmente presenta un alto nivel de deterioro.

Lee la noticia completa: ⬇⬇⬇
",,0,"07/11/2025 15:18",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02vtyZFthXccmALyih18tCL7KXUaoDGMh59YCYk894jipB31R4Z7ZxgwhsMEQ2AA5ol,0,0,Enlaces,,,,,Total,2436,1499,44,28,5,11,,,,,40,16,24,,
1183891827111481,100064720237286,"Alcaldía de Tuluá","#Movilidad | Segunda calzada de la calle 27 ya está en funcionamiento.

Con la apertura de la segunda calzada de la calle 27, que conecta el sector de Nariño con el centro de la ciudad, entró en funcionamiento el nuevo cruce semafórico en la intersección de la calle 27 con la carrera 20, facilitando así el flujo vehicular en esta zona estratégica. Esta intervención se enmarca en los lineamientos del Plan de Movilidad Municipal y da respuesta a una necesidad histórica expresada por la comunidad tulueña.

Lee la noticia completa: ⬇⬇⬇
",,0,"07/11/2025 10:42",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0W4Vg6h1G1ote1xEpAdvc6thJYaB8c66QL1ePGCwnzFESwRaQWkJfXwjW4bdcWqH5l,0,0,Enlaces,,,,,Total,33559,22056,280,222,41,17,,,,,972,543,429,,
1183886197112044,100064720237286,"Alcaldía de Tuluá","🚦 Comenzó a operar la nueva calzada de la calle 27 🏙️

Ya está en funcionamiento la segunda calzada de la calle 27, conectando Nariño con el centro de Tuluá. 🛣️✅ Con esto, llega el nuevo cruce semafórico🚦 en la carrera 20, mejorando la movilidad en esta zona clave.

🧭 Se habilitaron giros en ambos sentidos y se ajustó el sentido vial entre calles 27 y 28, hacia el CC Bicentenario Plaza. 🔄

🚧 Seguimos transformando la movilidad con acciones que responden a una necesidad histórica. #ParaSerFelices 💙","🚦 Comenzó a operar la nueva calzada de la calle 27 🏙️

Ya está en funcionamiento la segunda calzada de la calle 27, conectando Nariño con el centro de Tuluá. 🛣️✅ Con esto, llega el nuevo cruce semafórico🚦 en la carrera 20, mejorando la movilidad en esta zona clave.

🧭 Se habilitaron giros en ambos sentidos y se ajustó el sentido vial entre calles 27 y 28, hacia el CC Bicentenario Plaza. 🔄

🚧 Seguimos transformando la movilidad con acciones que responden a una necesidad histórica. #ParaSerFelices 💙",59,"07/11/2025 10:32",N/A,https://www.facebook.com/reel/1399918344596706/,1,0,Reels,,,,,Total,12120,7931,480,357,60,63,229751.355,22.273,0,0,568,568,,,
1183281070505890,100064720237286,"Alcaldía de Tuluá","#Salud | 120 familias atendidas por Equipos Básicos de Salud en Zona Rural

Comprometida con el bienestar integral de toda la comunidad, la Alcaldía de Tuluá amplió la cobertura del programa de Atención Primaria en Salud con la llegada de los Equipos Básicos en Salud (EBS) a veredas y corregimientos del municipio, beneficiando ya a más de 120 familias rurales. Las jornadas se han llevado a cabo en sectores como la vereda Tochecito, Alto del Rocío, Alta Flor y El Retiro, fortaleciendo el acceso a los servicios de salud en zonas históricamente desatendidas.

Lee la noticia completa:⬇⬇⬇
",,0,"07/10/2025 16:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0SsAZUmDiZx6nkHUsxkarDNvoeDoyLhYCGZTD2ixTESLjSHCvTr366JEnhZHp1PnTl,0,0,Enlaces,,,,,Total,1603,1036,19,12,0,7,,,,,10,3,7,,
1183278353839495,100064720237286,"Alcaldía de Tuluá","#Planeación | La Estrella inicia proceso de legalización.

Más de 80 familias de este asentamiento, ubicado en la vía a Tres Esquinas, muy pronto podrán acceder a beneficios de vivienda, auxilios del Estado, servicios públicos legalizados, gracias al proceso de legalización urbanística que lidera la Administración Municipal. Esta intervención representa una transformación profunda en las condiciones de vida de una comunidad que durante más de 20 años ha permanecido en la informalidad.

Lee la noticia completa:⬇⬇⬇
",,0,"07/10/2025 16:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0q7Di6GGxzdhVCYzxDqFE5x9TXJv1VkuDiriYHxqxzruzwTvYieGK6kf5EFwZW1Sl,0,0,Enlaces,,,,,Total,3914,2491,70,48,6,16,,,,,88,37,51,,
1183275863839744,100064720237286,"Alcaldía de Tuluá","#Educación | Alcalde Gustavo Vélez adelanta mejoras en la I.E. Técnica Industrial para el regreso a clases.

Con el objetivo de garantizar espacios seguros, funcionales y de excelente calidad para los estudiantes, la Administración Municipal adelanta obras de mejoramiento en la Institución Educativa Técnica Industrial. Entre las intervenciones realizadas se destacan la recuperación de cielos falsos, reparación de goteras, resane de paredes y pintura integral de pasillos y salones, labores que permitirán recibir a los alumnos en condiciones óptimas para el aprendizaje.

Lee la noticia completa:⬇⬇⬇
",,0,"07/10/2025 16:19",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02rwrQhTdG4LXKeaXQ3UfAM14DZoHex2ti9JzEuTBxMZVVwr4B8ArXYhhSU3qN155il,0,0,Enlaces,,,,,Total,3296,1753,81,65,2,14,,,,,35,11,24,,
1183274600506537,100064720237286,"Alcaldía de Tuluá","#Gobierno | Administración Municipal instaló mesa técnica para la sustitución de vehículos de tracción animal

Con el propósito de avanzar hacia un modelo de movilidad más sostenible y respetuoso con la vida animal, la Administración Municipal del ingeniero Gustavo Adolfo Vélez Román instaló una mesa técnica de proyección para la sustitución de vehículos de tracción animal, reafirmando su compromiso con el diálogo social y el desarrollo integral de todos los sectores de Tuluá.

Lee la noticia completa:⬇⬇⬇
",,0,"07/10/2025 16:16",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid029a52PGihuPPbpxzFavMSY4r25qz21trGDAMatRw4gLJCsUqmgmBB4DAdAwSBaprfl,0,0,Enlaces,,,,,Total,2961,1842,38,31,3,4,,,,,61,22,39,,
1183270183840312,100064720237286,"Alcaldía de Tuluá","📢 ¡El Comité de Ruido volvió a la calle 25!💪🏼

Con el propósito de fomentar la sana convivencia y el respeto por el entorno, realizamos una jornada de sensibilización y verificación en esta importante zona comercial de Tuluá.

🔍 Visitamos establecimientos, revisamos documentación y hablamos sobre la importancia de controlar el ruido en nuestros espacios.

¡Cuidar el ambiente sonoro ✅ también es construir una mejor ciudad! #ParaSerFelices 💙","📢 ¡El Comité de Ruido volvió a la calle 25!💪🏼

Con el propósito de fomentar la sana convivencia y el respeto por el entorno, realizamos una jornada de sensibilización y verificación en esta importante zona comercial de Tuluá.

🔍 Visitamos establecimientos, revisamos documentación y hablamos sobre la importancia de controlar el ruido en nuestros espacios.

¡Cuidar el ambiente sonoro ✅ también es construir una mejor ciudad! #ParaSerFelices 💙",36,"07/10/2025 16:05",N/A,https://www.facebook.com/reel/741702818358539/,1,0,Reels,,,,,Total,1757,1442,56,38,6,12,16563.582,10.638,0,0,60,60,,,
